date,route_id,sku_id,transport_mode,distance_km,cost,delivery_time_days
2025-04-06,R013,SKU014,Truck,148,1776,4
2025-03-19,R011,SKU018,Air,563,3378,3
2025-01-29,R001,SKU016,Rail,183,2745,1
2025-01-19,R020,SKU012,Truck,169,1014,7
2025-01-19,R006,SKU001,Rail,238,1666,6
2025-01-03,R003,SKU005,Air,280,4480,1
2025-01-22,R013,SKU013,Air,868,9548,1
2025-04-16,R018,SKU019,Rail,537,6444,9
2025-04-19,R002,SKU013,Air,376,3008,6
2025-04-07,R006,SKU014,Air,158,790,5
2025-04-26,R015,SKU003,Rail,424,5936,8
2025-02-06,R001,SKU009,Truck,612,7344,5
2025-04-24,R001,SKU009,Air,591,10638,4
2025-01-07,R011,SKU020,Rail,227,3178,1
2025-04-29,R010,SKU014,Rail,472,8496,8
2025-04-25,R014,SKU004,Truck,405,4050,8
2025-03-31,R001,SKU002,Air,450,3600,5
2025-02-19,R020,SKU013,Air,364,5096,7
2025-03-25,R012,SKU001,Truck,619,4952,6
2025-03-18,R012,SKU014,Truck,430,3440,2
2025-03-04,R006,SKU012,Rail,233,1165,8
2025-04-14,R004,SKU012,Rail,543,3258,1
2025-01-24,R007,SKU008,Truck,206,3914,3
2025-04-25,R011,SKU010,Rail,415,2075,1
2025-04-17,R019,SKU001,Truck,425,5100,9
2025-03-09,R020,SKU007,Truck,333,4995,3
2025-01-24,R012,SKU008,Rail,968,4840,4
2025-03-19,R004,SKU015,Rail,848,12720,7
2025-01-01,R014,SKU005,Rail,535,5885,7
2025-04-18,R018,SKU007,Rail,961,12493,7
2025-04-29,R002,SKU014,Rail,976,16592,7
2025-02-26,R002,SKU019,Rail,925,15725,2
2025-01-17,R020,SKU012,Truck,491,8838,3
2025-04-09,R006,SKU016,Air,281,4777,6
2025-03-13,R007,SKU008,Truck,357,1785,6
2025-02-09,R020,SKU011,Air,228,3876,5
2025-02-08,R012,SKU016,Air,362,4706,7
2025-01-20,R004,SKU014,Air,250,2250,8
2025-03-08,R018,SKU001,Truck,789,4734,9
2025-01-29,R015,SKU007,Truck,499,7485,4
2025-04-03,R003,SKU018,Rail,917,16506,5
2025-03-09,R019,SKU012,Air,733,13927,3
2025-03-24,R020,SKU015,Truck,568,4544,1
2025-04-15,R005,SKU007,Truck,399,6783,9
2025-02-27,R012,SKU006,Truck,146,2774,2
2025-03-14,R020,SKU010,Air,865,16435,3
2025-04-08,R016,SKU008,Air,314,2198,1
2025-04-06,R016,SKU013,Truck,911,8199,5
2025-02-04,R008,SKU013,Truck,224,1792,6
2025-03-30,R007,SKU018,Rail,306,4284,4
2025-03-31,R015,SKU011,Air,145,2755,7
2025-01-03,R020,SKU019,Rail,660,7920,9
2025-03-01,R009,SKU015,Air,562,10116,1
2025-02-05,R003,SKU010,Rail,97,582,9
2025-03-17,R009,SKU019,Rail,76,1216,5
2025-02-09,R019,SKU007,Rail,903,5418,1
2025-04-13,R005,SKU019,Truck,246,2214,7
2025-01-02,R011,SKU017,Truck,664,3320,9
2025-01-11,R010,SKU012,Rail,380,1900,9
2025-01-20,R015,SKU005,Rail,336,4704,3
2025-04-16,R018,SKU012,Truck,420,3360,9
2025-02-20,R008,SKU014,Truck,74,814,4
2025-02-26,R012,SKU016,Rail,189,1134,4
2025-02-17,R019,SKU018,Air,102,714,1
2025-01-27,R013,SKU003,Rail,100,1300,3
2025-02-12,R015,SKU003,Air,118,1298,5
2025-02-10,R019,SKU001,Rail,877,16663,3
2025-01-24,R017,SKU004,Air,831,8310,7
2025-01-08,R016,SKU016,Rail,642,5778,9
2025-02-04,R020,SKU005,Rail,838,11732,1
2025-03-22,R020,SKU008,Truck,163,1467,7
2025-03-02,R010,SKU005,Air,824,5768,5
2025-03-29,R002,SKU006,Truck,755,7550,2
2025-04-16,R017,SKU007,Truck,251,1757,9
2025-04-02,R016,SKU004,Truck,955,8595,7
2025-03-26,R003,SKU005,Rail,876,7008,2
2025-02-21,R014,SKU006,Air,106,1272,5
2025-02-27,R020,SKU019,Rail,774,14706,1
2025-03-02,R013,SKU012,Truck,993,18867,5
2025-01-30,R013,SKU018,Air,507,9633,7
2025-01-12,R006,SKU018,Truck,673,8076,3
2025-03-28,R004,SKU016,Air,741,8151,7
2025-03-17,R011,SKU001,Truck,279,1674,3
2025-04-08,R013,SKU018,Rail,708,6372,7
2025-01-21,R016,SKU016,Rail,952,7616,6
2025-04-15,R012,SKU004,Truck,80,960,4
2025-02-09,R012,SKU009,Truck,269,3228,1
2025-01-13,R015,SKU014,Truck,998,11976,6
2025-02-24,R009,SKU019,Rail,158,2686,2
2025-02-05,R001,SKU020,Air,108,1620,2
2025-01-06,R010,SKU003,Truck,378,6804,8
2025-02-25,R004,SKU018,Rail,99,594,7
2025-01-27,R017,SKU016,Rail,297,5049,5
2025-01-26,R001,SKU018,Truck,51,918,6
2025-03-20,R009,SKU004,Air,214,2140,7
2025-01-28,R012,SKU020,Rail,468,2808,4
2025-03-30,R006,SKU001,Truck,79,1264,6
2025-01-29,R008,SKU005,Truck,188,2632,3
2025-01-19,R010,SKU004,Truck,696,4176,9
2025-01-06,R013,SKU006,Rail,640,8320,6
2025-03-28,R005,SKU017,Air,426,2556,4
2025-03-08,R019,SKU009,Rail,482,5784,1
2025-01-27,R007,SKU017,Truck,981,13734,4
2025-03-26,R002,SKU005,Air,461,5993,9
2025-03-14,R001,SKU009,Truck,862,6896,1
2025-01-17,R017,SKU014,Air,651,4557,4
2025-03-16,R013,SKU016,Rail,316,4108,9
2025-02-24,R003,SKU002,Rail,545,6540,9
2025-01-16,R009,SKU004,Truck,51,561,9
2025-04-24,R017,SKU005,Truck,891,9801,7
2025-01-04,R010,SKU006,Truck,758,8338,5
2025-04-14,R002,SKU001,Truck,976,13664,7
2025-03-16,R007,SKU016,Truck,777,13209,3
2025-01-31,R004,SKU015,Air,508,3048,7
2025-02-27,R014,SKU015,Truck,888,4440,2
2025-03-19,R019,SKU006,Rail,834,14178,3
2025-03-25,R014,SKU017,Air,932,11184,7
2025-02-13,R008,SKU006,Truck,227,3178,9
2025-03-31,R017,SKU016,Truck,920,9200,9
2025-04-18,R010,SKU001,Rail,347,3817,8
2025-02-16,R016,SKU010,Truck,204,3060,3
2025-03-23,R015,SKU003,Rail,827,5789,4
2025-01-01,R004,SKU018,Truck,774,6192,3
2025-01-20,R003,SKU019,Truck,106,1378,8
2025-01-20,R006,SKU018,Rail,151,2869,6
2025-01-25,R017,SKU017,Truck,322,4508,9
2025-01-20,R019,SKU002,Truck,752,11280,8
2025-03-24,R004,SKU013,Rail,277,4155,5
2025-04-16,R018,SKU016,Truck,420,3780,7
2025-03-02,R014,SKU012,Rail,879,7032,1
2025-02-14,R014,SKU003,Rail,419,5028,7
2025-02-20,R015,SKU001,Rail,197,3349,4
2025-02-12,R005,SKU016,Air,752,11280,2
2025-03-20,R013,SKU002,Air,957,17226,1
2025-02-13,R003,SKU013,Air,626,9390,4
2025-03-03,R002,SKU011,Rail,228,3648,1
2025-04-25,R006,SKU004,Air,359,5744,2
2025-01-30,R011,SKU014,Truck,418,4180,3
2025-03-09,R011,SKU008,Truck,361,5776,5
2025-03-21,R009,SKU001,Rail,876,11388,8
2025-01-27,R007,SKU003,Air,253,3542,7
2025-01-09,R013,SKU018,Air,472,3304,8
2025-04-17,R016,SKU005,Truck,302,1510,5
2025-01-10,R016,SKU010,Air,580,4640,4
2025-04-06,R015,SKU019,Rail,945,9450,1
2025-03-18,R017,SKU020,Air,248,2728,6
2025-02-12,R020,SKU018,Air,908,10896,2
2025-01-10,R017,SKU018,Truck,660,12540,8
2025-01-23,R017,SKU012,Air,55,660,6
2025-01-09,R003,SKU010,Rail,523,8891,4
2025-02-11,R016,SKU019,Air,136,1224,1
2025-02-23,R019,SKU006,Truck,250,2750,8
2025-04-15,R005,SKU016,Rail,518,4662,4
2025-04-24,R008,SKU007,Air,297,3861,6
2025-02-21,R005,SKU002,Rail,680,6800,4
2025-02-21,R007,SKU015,Truck,388,5432,2
2025-03-07,R014,SKU013,Air,321,4173,9
2025-01-03,R003,SKU002,Truck,206,2472,3
2025-01-20,R015,SKU020,Air,605,10890,2
2025-03-30,R011,SKU002,Truck,649,3245,3
2025-03-31,R009,SKU014,Air,140,2520,4
2025-02-04,R002,SKU004,Rail,394,7486,7
2025-01-21,R020,SKU013,Air,258,2580,3
2025-01-31,R004,SKU002,Truck,153,2448,7
2025-01-18,R013,SKU017,Air,587,10566,5
2025-03-16,R009,SKU008,Rail,249,2739,8
2025-04-21,R004,SKU019,Air,785,7065,7
2025-02-23,R015,SKU004,Rail,125,1250,6
2025-04-20,R001,SKU006,Rail,355,4970,5
2025-04-22,R019,SKU001,Truck,483,6762,2
2025-04-25,R018,SKU017,Rail,593,7116,4
2025-01-30,R005,SKU018,Truck,445,8455,3
2025-02-22,R011,SKU003,Truck,959,10549,2
2025-02-07,R011,SKU006,Air,302,2718,9
2025-03-03,R015,SKU014,Air,906,9966,9
2025-03-24,R007,SKU012,Truck,703,11951,7
2025-02-20,R014,SKU019,Air,953,16201,4
2025-04-18,R005,SKU001,Rail,757,9841,3
2025-01-20,R003,SKU019,Air,337,3033,5
2025-01-30,R001,SKU020,Air,76,988,5
2025-01-17,R018,SKU012,Rail,304,3040,9
2025-03-24,R008,SKU016,Rail,950,15200,4
2025-02-22,R001,SKU004,Air,510,9690,1
2025-01-06,R013,SKU020,Truck,585,10530,6
2025-02-25,R012,SKU012,Rail,83,1577,3
2025-04-27,R014,SKU004,Truck,466,7456,2
2025-04-21,R018,SKU011,Truck,809,11326,4
2025-03-19,R001,SKU018,Air,661,12559,4
2025-02-19,R002,SKU009,Truck,276,4140,3
2025-01-22,R009,SKU005,Rail,208,1872,6
2025-04-05,R011,SKU015,Rail,807,4842,7
2025-01-29,R012,SKU019,Truck,238,2618,5
2025-03-09,R017,SKU010,Air,121,2178,2
2025-01-26,R014,SKU008,Air,673,12787,3
2025-03-12,R005,SKU017,Truck,963,5778,3
2025-04-29,R020,SKU018,Truck,725,3625,3
2025-04-14,R001,SKU020,Air,281,2529,9
2025-01-30,R004,SKU007,Truck,839,12585,8
2025-03-07,R003,SKU005,Truck,361,6137,6
2025-03-06,R010,SKU007,Truck,994,7952,9
2025-01-08,R017,SKU019,Rail,802,8020,5
2025-02-17,R005,SKU009,Rail,415,2075,2
2025-03-29,R004,SKU001,Truck,502,7530,2
2025-02-03,R003,SKU016,Rail,453,3624,5
2025-02-22,R007,SKU007,Rail,557,2785,6
2025-02-05,R006,SKU002,Air,433,2598,2
2025-04-16,R009,SKU007,Air,324,3888,2
2025-03-30,R019,SKU012,Rail,79,948,1
2025-03-20,R014,SKU019,Truck,798,14364,5
2025-01-02,R016,SKU015,Air,240,3840,6
2025-02-07,R001,SKU017,Rail,272,2720,4
2025-01-08,R010,SKU009,Air,217,1302,4
2025-03-22,R014,SKU001,Rail,104,936,8
2025-04-15,R017,SKU020,Rail,210,1260,4
2025-03-25,R008,SKU006,Air,384,3840,3
2025-03-07,R004,SKU004,Rail,445,6675,3
2025-02-26,R010,SKU015,Air,659,11203,5
2025-04-14,R017,SKU001,Air,160,2400,6
2025-03-28,R007,SKU014,Rail,484,6776,4
2025-03-05,R020,SKU011,Truck,103,1133,5
2025-01-07,R002,SKU012,Air,454,6356,5
2025-04-01,R004,SKU012,Truck,358,6444,3
2025-01-03,R004,SKU017,Truck,467,7939,4
2025-02-26,R008,SKU009,Rail,764,5348,6
2025-04-24,R017,SKU019,Air,711,3555,1
2025-04-14,R004,SKU007,Truck,568,8520,3
2025-01-25,R001,SKU002,Air,393,7074,6
2025-04-20,R016,SKU004,Rail,150,2550,1
2025-03-22,R007,SKU014,Rail,622,3110,6
2025-04-13,R010,SKU011,Truck,244,1708,2
2025-01-27,R012,SKU012,Truck,479,7185,8
2025-04-03,R018,SKU009,Rail,414,7038,4
2025-01-16,R004,SKU003,Air,84,1596,3
2025-03-01,R003,SKU006,Truck,661,9915,4
2025-03-07,R005,SKU016,Air,150,1650,3
2025-04-21,R001,SKU006,Truck,198,2574,5
2025-01-24,R011,SKU019,Air,583,10494,2
2025-04-28,R009,SKU005,Truck,896,15232,2
2025-04-15,R006,SKU011,Air,582,4656,4
2025-02-16,R007,SKU018,Rail,468,7488,7
2025-02-10,R001,SKU010,Air,717,10038,8
2025-01-18,R018,SKU001,Air,536,2680,1
2025-02-24,R004,SKU006,Air,576,5184,5
2025-02-20,R014,SKU012,Air,430,3440,3
2025-02-01,R009,SKU012,Air,385,6930,1
2025-04-20,R012,SKU013,Truck,773,5411,7
2025-03-07,R020,SKU011,Rail,737,10318,8
2025-04-09,R004,SKU004,Rail,447,8493,1
2025-04-11,R012,SKU001,Air,509,7635,6
2025-03-14,R004,SKU019,Truck,219,1095,2
2025-04-03,R007,SKU013,Truck,298,2980,1
2025-02-17,R004,SKU020,Air,222,3108,9
2025-02-15,R003,SKU017,Truck,370,2960,2
2025-01-16,R014,SKU009,Truck,724,4344,1
2025-02-12,R011,SKU005,Rail,817,9804,7
2025-04-19,R003,SKU016,Rail,672,12768,8
2025-04-06,R016,SKU020,Truck,204,3468,3
2025-01-26,R013,SKU003,Truck,463,7871,5
2025-02-13,R006,SKU016,Truck,225,2700,4
2025-01-06,R001,SKU019,Truck,535,3745,5
2025-03-19,R016,SKU002,Rail,190,2470,1
2025-04-18,R012,SKU005,Air,580,9280,9
2025-04-25,R016,SKU011,Rail,896,6272,8
2025-03-15,R009,SKU012,Air,274,4658,9
2025-04-13,R007,SKU020,Truck,151,2416,4
2025-04-02,R010,SKU020,Air,196,1176,4
2025-03-20,R001,SKU006,Rail,921,15657,3
2025-03-21,R002,SKU001,Air,368,6624,2
2025-01-13,R020,SKU020,Air,667,4002,1
2025-01-03,R005,SKU004,Rail,561,3366,4
2025-02-13,R020,SKU006,Air,652,11736,7
2025-02-07,R018,SKU014,Air,974,10714,9
2025-04-12,R006,SKU006,Rail,987,7896,6
2025-02-02,R018,SKU014,Rail,154,2156,3
2025-03-09,R010,SKU013,Truck,871,13936,8
2025-02-04,R009,SKU019,Truck,583,6996,4
2025-04-27,R007,SKU009,Rail,272,2448,7
2025-03-16,R013,SKU015,Air,532,4256,7
2025-02-22,R020,SKU005,Air,285,1710,4
2025-03-02,R014,SKU008,Rail,225,1800,8
2025-03-10,R002,SKU009,Air,867,7803,6
2025-03-14,R012,SKU011,Air,744,11160,1
2025-01-26,R001,SKU019,Rail,327,2289,2
2025-04-08,R017,SKU008,Truck,125,1375,1
2025-02-01,R002,SKU014,Truck,376,7144,9
2025-03-13,R004,SKU007,Rail,472,8968,8
2025-02-10,R005,SKU009,Truck,823,14814,8
2025-04-20,R019,SKU019,Air,726,10890,1
2025-03-10,R007,SKU009,Rail,970,11640,5
2025-04-18,R018,SKU013,Truck,507,6084,1
2025-01-26,R017,SKU004,Truck,563,10697,2
2025-03-12,R014,SKU004,Rail,796,5572,3
2025-04-24,R013,SKU001,Truck,726,5808,3
2025-01-19,R016,SKU013,Air,786,4716,7
2025-03-08,R010,SKU020,Truck,569,3414,5
2025-01-18,R014,SKU012,Truck,913,5478,1
2025-02-21,R007,SKU012,Air,563,8445,9
2025-01-12,R001,SKU017,Air,217,1953,9
2025-03-13,R014,SKU020,Rail,835,7515,3
2025-02-04,R014,SKU017,Air,649,9086,3
2025-04-22,R020,SKU017,Truck,369,1845,1
2025-01-17,R017,SKU018,Rail,176,1936,1
2025-03-31,R001,SKU016,Air,495,7425,9
2025-02-26,R011,SKU001,Air,872,4360,7
2025-04-17,R019,SKU017,Rail,136,680,9
2025-03-26,R002,SKU013,Rail,470,8930,2
2025-01-21,R008,SKU009,Rail,75,1125,6
2025-01-13,R019,SKU007,Air,448,7168,1
2025-01-21,R015,SKU008,Rail,622,11196,8
2025-03-29,R012,SKU003,Air,519,5709,2
2025-02-14,R002,SKU006,Rail,199,1393,6
2025-02-11,R019,SKU017,Rail,748,5236,2
2025-04-09,R015,SKU015,Truck,296,1776,2
2025-01-15,R013,SKU018,Rail,441,3528,3
2025-03-22,R012,SKU018,Air,285,1995,9
2025-04-21,R012,SKU017,Truck,103,515,9
2025-03-21,R011,SKU015,Truck,536,3752,8
2025-02-14,R010,SKU019,Air,581,5229,7
2025-03-20,R020,SKU018,Air,916,15572,4
2025-02-11,R012,SKU015,Air,829,10777,5
2025-04-08,R013,SKU008,Truck,178,2314,2
2025-03-19,R006,SKU004,Truck,442,2210,9
2025-01-24,R018,SKU007,Rail,481,5291,2
2025-04-15,R002,SKU020,Truck,282,2256,5
2025-03-29,R006,SKU003,Truck,655,4585,8
2025-02-11,R016,SKU010,Rail,203,3857,4
2025-03-01,R003,SKU008,Rail,187,2244,4
2025-01-12,R019,SKU009,Truck,267,2670,5
2025-03-02,R012,SKU018,Air,919,7352,5
2025-01-29,R015,SKU011,Rail,392,3136,8
2025-03-05,R005,SKU014,Air,615,9225,5
2025-02-24,R020,SKU011,Air,894,6258,8
2025-03-31,R020,SKU004,Rail,146,1752,5
2025-02-26,R005,SKU019,Rail,861,13776,4
2025-02-13,R015,SKU011,Air,859,15462,5
2025-04-21,R013,SKU002,Rail,805,8050,1
2025-02-16,R013,SKU011,Truck,501,5511,7
2025-04-07,R005,SKU014,Air,743,6687,5
2025-04-06,R009,SKU003,Truck,444,2664,7
2025-02-07,R013,SKU009,Rail,451,6314,4
2025-04-04,R014,SKU015,Air,388,3492,1
2025-02-26,R007,SKU020,Air,680,10200,5
2025-01-04,R010,SKU004,Air,438,7446,9
2025-01-30,R005,SKU001,Rail,245,3675,7
2025-03-11,R019,SKU007,Rail,960,8640,6
2025-02-01,R006,SKU015,Rail,311,4976,2
2025-03-30,R006,SKU004,Air,746,10444,3
2025-02-25,R006,SKU005,Rail,672,4704,3
2025-01-07,R012,SKU018,Truck,232,1624,5
2025-04-02,R012,SKU019,Air,77,1386,1
2025-03-08,R017,SKU007,Air,293,4102,7
2025-03-27,R003,SKU020,Rail,864,6912,5
2025-03-07,R018,SKU009,Truck,325,3900,7
2025-02-05,R006,SKU008,Truck,261,2871,4
2025-02-22,R008,SKU009,Rail,920,14720,2
2025-03-15,R017,SKU003,Rail,212,1908,6
2025-04-20,R001,SKU005,Truck,308,4620,6
2025-04-10,R016,SKU002,Truck,767,10738,8
2025-04-10,R017,SKU007,Air,662,11916,8
2025-02-17,R011,SKU006,Air,467,2335,9
2025-01-29,R002,SKU005,Air,799,13583,4
2025-03-04,R012,SKU013,Rail,361,3610,4
2025-03-15,R004,SKU005,Truck,897,13455,3
2025-04-24,R004,SKU001,Rail,890,11570,5
2025-02-22,R020,SKU006,Truck,663,7956,5
2025-03-29,R001,SKU019,Truck,776,6984,3
2025-03-07,R002,SKU016,Truck,67,737,9
2025-04-18,R001,SKU019,Rail,659,9226,1
2025-02-22,R013,SKU014,Rail,476,2856,4
2025-04-04,R001,SKU003,Rail,642,4494,2
2025-02-03,R005,SKU012,Air,353,3177,3
2025-03-11,R012,SKU019,Rail,191,2101,3
2025-01-11,R009,SKU007,Air,158,948,2
2025-01-30,R015,SKU007,Rail,125,1000,9
2025-04-28,R019,SKU009,Rail,937,10307,3
2025-04-05,R002,SKU001,Air,956,13384,2
2025-03-06,R004,SKU004,Truck,490,2940,1
2025-04-13,R016,SKU014,Air,342,5814,5
2025-02-19,R005,SKU005,Rail,479,2874,5
2025-01-27,R001,SKU016,Truck,430,5160,1
2025-01-07,R008,SKU006,Air,726,10890,6
2025-04-26,R017,SKU016,Air,584,3504,1
2025-03-22,R002,SKU001,Truck,366,2928,7
2025-02-11,R018,SKU019,Rail,184,3128,9
2025-02-15,R001,SKU011,Rail,709,6381,4
2025-01-14,R018,SKU003,Rail,491,7365,4
2025-03-08,R016,SKU010,Air,836,6688,5
2025-01-31,R009,SKU011,Truck,198,3564,1
2025-04-15,R002,SKU013,Truck,597,8358,6
2025-02-10,R001,SKU002,Air,839,13424,6
2025-01-22,R002,SKU016,Truck,249,1245,5
2025-03-05,R003,SKU010,Air,295,5310,5
2025-01-12,R013,SKU012,Truck,139,2363,4
2025-02-04,R008,SKU017,Air,118,1416,9
2025-03-18,R005,SKU008,Truck,243,2673,1
2025-04-18,R015,SKU001,Air,905,17195,5
2025-03-16,R016,SKU010,Truck,271,4336,6
2025-04-21,R001,SKU016,Rail,350,1750,5
2025-04-09,R010,SKU012,Truck,450,4500,3
2025-01-25,R007,SKU018,Truck,928,17632,3
2025-02-17,R019,SKU019,Truck,238,3094,9
2025-03-11,R019,SKU001,Air,724,3620,6
2025-02-05,R004,SKU008,Truck,749,4494,1
2025-02-13,R012,SKU010,Air,558,3906,6
2025-02-20,R001,SKU007,Truck,506,9614,2
2025-04-21,R015,SKU020,Air,315,4410,2
2025-02-16,R001,SKU012,Truck,880,4400,1
2025-02-08,R012,SKU011,Truck,64,320,6
2025-04-06,R005,SKU011,Rail,292,1752,2
2025-03-23,R007,SKU020,Rail,139,695,4
2025-02-10,R006,SKU016,Air,131,655,9
2025-02-01,R018,SKU016,Rail,228,3648,3
2025-01-03,R017,SKU020,Air,718,3590,4
2025-04-22,R020,SKU001,Truck,979,10769,6
2025-01-02,R017,SKU018,Rail,845,13520,4
2025-01-16,R005,SKU001,Air,350,3150,2
2025-02-21,R016,SKU005,Air,572,5720,7
2025-03-31,R019,SKU003,Rail,877,5262,9
2025-01-17,R003,SKU003,Air,807,5649,1
2025-02-20,R017,SKU004,Air,693,13167,7
2025-03-25,R009,SKU017,Air,501,2505,7
2025-04-15,R006,SKU016,Truck,330,3630,1
2025-02-15,R020,SKU015,Truck,419,2933,2
2025-04-20,R005,SKU020,Rail,920,14720,1
2025-01-30,R016,SKU019,Rail,686,3430,5
2025-01-03,R005,SKU008,Truck,360,4320,1
2025-04-27,R014,SKU014,Air,688,13072,2
2025-03-26,R017,SKU004,Truck,840,5880,6
2025-01-21,R012,SKU016,Air,502,7028,7
2025-02-21,R017,SKU016,Rail,61,854,5
2025-03-21,R014,SKU008,Truck,170,1020,4
2025-02-13,R016,SKU011,Rail,263,4997,6
2025-03-01,R001,SKU018,Truck,946,15136,1
2025-03-14,R018,SKU014,Air,914,7312,2
2025-04-25,R019,SKU002,Rail,759,8349,9
2025-01-11,R020,SKU016,Truck,588,5880,3
2025-01-03,R011,SKU019,Rail,650,8450,5
2025-04-04,R020,SKU007,Truck,212,3180,5
2025-01-10,R003,SKU013,Air,229,2977,9
2025-04-17,R013,SKU009,Truck,479,7664,1
2025-02-16,R012,SKU011,Rail,700,11900,2
2025-02-25,R008,SKU012,Truck,486,6804,7
2025-02-28,R020,SKU003,Truck,107,856,8
2025-01-02,R006,SKU002,Air,229,3664,7
2025-03-31,R008,SKU004,Rail,495,6930,4
2025-02-12,R005,SKU007,Rail,252,1512,3
2025-02-21,R007,SKU005,Air,138,1932,3
2025-03-10,R011,SKU005,Air,445,8455,1
2025-01-22,R015,SKU020,Rail,922,9220,1
2025-02-25,R006,SKU011,Air,524,2620,5
2025-01-04,R015,SKU007,Rail,482,5302,8
2025-04-27,R016,SKU008,Air,773,9276,3
2025-02-24,R005,SKU017,Rail,767,13806,4
2025-03-18,R020,SKU009,Rail,765,9180,1
2025-01-16,R020,SKU006,Rail,340,4420,3
2025-01-03,R014,SKU007,Rail,327,5886,7
2025-03-30,R005,SKU003,Truck,932,13980,9
2025-02-17,R006,SKU009,Truck,373,2984,5
2025-02-19,R007,SKU016,Rail,175,1925,1
2025-01-08,R017,SKU011,Rail,506,5060,8
2025-03-22,R013,SKU013,Truck,356,2136,2
2025-04-10,R016,SKU007,Air,488,6344,4
2025-03-12,R001,SKU015,Rail,457,3199,5
2025-03-29,R016,SKU005,Truck,78,468,3
2025-02-11,R016,SKU018,Truck,498,7470,8
2025-02-20,R006,SKU009,Truck,268,3484,2
2025-03-31,R019,SKU004,Rail,353,3530,8
2025-04-02,R015,SKU002,Truck,89,1335,8
2025-03-10,R004,SKU020,Rail,373,2611,3
2025-04-25,R013,SKU011,Truck,147,2646,4
2025-03-23,R004,SKU016,Truck,907,6349,7
2025-03-01,R018,SKU003,Air,809,6472,1
2025-02-13,R008,SKU020,Truck,994,17892,6
2025-03-25,R008,SKU011,Truck,518,2590,4
2025-01-28,R010,SKU018,Truck,211,1688,3
2025-01-01,R018,SKU001,Rail,847,4235,6
2025-03-22,R009,SKU010,Rail,955,9550,1
2025-04-22,R003,SKU007,Truck,58,1102,8
2025-02-05,R002,SKU019,Rail,990,14850,3
2025-02-02,R002,SKU015,Air,973,9730,6
2025-01-11,R020,SKU014,Truck,577,8655,6
2025-03-13,R004,SKU013,Truck,821,4926,4
2025-03-29,R003,SKU013,Rail,334,3006,2
2025-03-30,R001,SKU003,Air,924,8316,9
2025-02-04,R001,SKU011,Air,856,10272,2
2025-04-21,R004,SKU018,Truck,186,2418,6
2025-04-12,R009,SKU014,Rail,538,9146,4
2025-01-20,R010,SKU012,Rail,182,2184,1
2025-03-28,R013,SKU004,Rail,947,14205,9
2025-04-28,R018,SKU004,Air,627,5016,1
2025-02-02,R001,SKU003,Rail,583,9911,5
2025-03-30,R014,SKU013,Air,419,2514,3
2025-03-09,R011,SKU009,Rail,494,6422,5
2025-01-25,R017,SKU009,Air,986,10846,8
2025-03-08,R004,SKU001,Truck,405,4860,1
2025-02-27,R016,SKU012,Truck,982,12766,9
2025-02-26,R013,SKU013,Air,413,7847,8
2025-03-03,R020,SKU020,Air,272,3264,4
2025-03-16,R016,SKU010,Rail,386,6562,2
2025-04-18,R020,SKU005,Rail,212,3180,6
2025-01-26,R011,SKU013,Rail,91,1092,2
2025-04-13,R002,SKU018,Truck,89,979,6
2025-04-27,R005,SKU013,Truck,116,1508,8
2025-04-15,R017,SKU017,Truck,99,792,5
2025-01-13,R004,SKU007,Truck,66,792,3
2025-04-05,R002,SKU016,Air,401,2005,8
2025-01-30,R017,SKU003,Air,100,1200,4
2025-03-15,R007,SKU015,Truck,69,1173,9
2025-03-12,R001,SKU012,Rail,895,16110,7
2025-04-03,R012,SKU017,Air,711,11376,3
2025-02-11,R017,SKU020,Rail,113,1921,8
2025-02-01,R002,SKU014,Air,264,1584,4
2025-03-17,R016,SKU019,Rail,633,3798,7
2025-01-27,R020,SKU019,Rail,684,4788,1
2025-04-02,R004,SKU008,Truck,675,6750,1
2025-04-15,R007,SKU014,Rail,201,2211,1
2025-04-09,R008,SKU009,Truck,81,405,2
2025-02-11,R015,SKU014,Rail,954,15264,8
2025-04-15,R019,SKU018,Air,898,5388,5
2025-04-13,R002,SKU006,Air,867,16473,4
2025-01-08,R014,SKU017,Rail,953,13342,9
2025-03-19,R009,SKU011,Air,898,4490,4
2025-04-08,R020,SKU017,Air,588,10584,9
2025-03-23,R004,SKU006,Rail,781,6248,6
2025-04-16,R015,SKU004,Truck,285,4560,8
2025-01-24,R016,SKU005,Rail,96,480,1
2025-01-31,R020,SKU012,Air,310,5580,9
2025-01-25,R012,SKU003,Air,112,784,3
2025-04-26,R016,SKU018,Air,539,7546,2
2025-04-02,R016,SKU010,Air,179,3222,2
2025-04-10,R005,SKU019,Truck,499,9481,7
2025-04-30,R018,SKU006,Rail,81,1296,6
2025-04-02,R020,SKU020,Rail,491,4910,4
2025-04-25,R011,SKU017,Rail,108,1620,3
2025-01-17,R012,SKU004,Air,445,2225,7
2025-03-26,R005,SKU001,Air,103,1442,5
2025-02-25,R001,SKU009,Rail,641,12179,2
2025-01-13,R016,SKU005,Truck,593,5337,5
2025-03-07,R001,SKU004,Air,90,990,6
2025-02-02,R008,SKU008,Truck,78,1482,9
2025-04-04,R018,SKU008,Air,741,5187,4
2025-04-16,R007,SKU006,Rail,488,6832,2
2025-04-01,R017,SKU018,Truck,576,8640,7
2025-03-22,R008,SKU019,Truck,209,3971,6
2025-03-01,R009,SKU018,Rail,135,1080,9
