date,sku_id,store_id,quantity,revenue
2025-02-26,SKU012,STR02,84,17892
2025-01-01,SKU020,STR05,114,31692
2025-01-01,SKU016,STR06,75,13425
2025-04-02,SKU001,STR04,123,35793
2025-02-12,SKU017,STR09,72,16848
2025-02-13,SKU007,STR02,95,28025
2025-03-19,SKU014,STR07,145,35670
2025-01-02,SKU010,STR02,174,31320
2025-04-11,SKU012,STR06,199,26069
2025-04-15,SKU020,STR01,107,31779
2025-03-24,SKU018,STR06,94,18424
2025-01-23,SKU013,STR07,128,18304
2025-01-27,SKU001,STR04,158,24332
2025-03-05,SKU005,STR02,104,22984
2025-04-07,SKU016,STR07,87,18966
2025-03-21,SKU014,STR10,84,14952
2025-03-08,SKU002,STR01,120,12240
2025-02-27,SKU018,STR07,154,15400
2025-03-02,SKU014,STR04,55,11110
2025-01-10,SKU007,STR10,198,44550
2025-03-01,SKU017,STR01,123,26322
2025-03-04,SKU015,STR10,100,29100
2025-03-17,SKU016,STR09,81,9234
2025-03-03,SKU017,STR02,179,40454
2025-02-05,SKU018,STR07,62,7068
2025-03-30,SKU001,STR10,74,14800
2025-02-17,SKU011,STR05,90,24480
2025-03-29,SKU008,STR08,146,35624
2025-03-29,SKU005,STR09,179,34905
2025-03-03,SKU009,STR04,130,15080
2025-04-27,SKU018,STR08,134,33232
2025-01-18,SKU010,STR01,67,9447
2025-04-22,SKU020,STR05,94,17014
2025-01-17,SKU009,STR01,181,32761
2025-01-20,SKU015,STR09,128,32512
2025-01-15,SKU005,STR07,68,12852
2025-02-21,SKU014,STR01,131,36680
2025-01-03,SKU002,STR01,91,10738
2025-01-17,SKU012,STR01,125,34500
2025-02-25,SKU003,STR01,104,26312
2025-04-09,SKU008,STR04,149,32184
2025-04-28,SKU007,STR04,193,48443
2025-03-02,SKU001,STR01,74,8066
2025-04-28,SKU016,STR10,141,32853
2025-01-16,SKU020,STR07,127,18034
2025-01-26,SKU014,STR07,75,16500
2025-02-14,SKU020,STR03,117,29601
2025-03-16,SKU002,STR01,189,27027
2025-02-02,SKU013,STR08,175,34475
2025-04-18,SKU016,STR04,115,21390
2025-03-20,SKU013,STR07,130,19110
2025-01-02,SKU020,STR04,95,21850
2025-02-24,SKU012,STR08,115,22885
2025-03-19,SKU016,STR03,93,21669
2025-03-18,SKU004,STR06,67,7437
2025-02-21,SKU019,STR08,120,17640
2025-01-19,SKU006,STR04,102,21012
2025-04-11,SKU016,STR07,118,12980
2025-01-15,SKU003,STR10,118,14396
2025-02-22,SKU005,STR09,64,14720
2025-04-03,SKU006,STR01,198,33858
2025-01-21,SKU011,STR06,121,24805
2025-03-29,SKU003,STR07,63,7119
2025-01-10,SKU012,STR06,157,34226
2025-04-20,SKU002,STR09,59,13039
2025-01-17,SKU017,STR03,164,16400
2025-01-12,SKU007,STR04,190,37430
2025-04-16,SKU004,STR02,68,15572
2025-01-12,SKU017,STR10,147,15435
2025-01-08,SKU019,STR09,176,42064
2025-03-14,SKU002,STR08,188,41924
2025-02-22,SKU004,STR10,161,17227
2025-02-05,SKU010,STR06,135,33480
2025-04-18,SKU018,STR07,69,12834
2025-01-07,SKU009,STR01,87,25056
2025-02-13,SKU012,STR10,168,48552
2025-01-06,SKU017,STR03,87,21837
2025-02-20,SKU010,STR08,198,33462
2025-03-26,SKU007,STR08,82,23452
2025-01-18,SKU020,STR10,76,13148
2025-04-20,SKU020,STR10,81,10125
2025-01-25,SKU011,STR07,106,29574
2025-04-14,SKU007,STR08,82,8282
2025-01-18,SKU015,STR01,133,17822
2025-02-20,SKU018,STR06,195,40755
2025-03-29,SKU008,STR05,187,34782
2025-02-21,SKU017,STR02,62,8618
2025-03-30,SKU004,STR10,196,37828
2025-01-19,SKU016,STR01,189,23247
2025-02-03,SKU008,STR02,106,22366
2025-01-05,SKU013,STR03,78,7956
2025-03-31,SKU008,STR10,125,28625
2025-03-16,SKU012,STR02,126,12726
2025-04-11,SKU007,STR10,137,15755
2025-01-23,SKU008,STR09,81,9234
2025-04-11,SKU013,STR05,123,18573
2025-03-18,SKU009,STR05,159,44043
2025-01-15,SKU010,STR08,176,18656
2025-02-09,SKU003,STR04,134,39798
2025-03-06,SKU004,STR10,134,35778
2025-03-18,SKU016,STR04,153,27387
2025-01-31,SKU010,STR09,93,22227
2025-03-31,SKU005,STR01,58,6438
2025-03-10,SKU020,STR06,77,11935
2025-04-09,SKU005,STR02,159,27984
2025-04-13,SKU010,STR10,127,22098
2025-02-11,SKU006,STR04,82,13940
2025-02-25,SKU009,STR08,150,22500
2025-03-15,SKU011,STR09,192,50880
2025-01-15,SKU005,STR03,100,10900
2025-01-12,SKU004,STR02,129,17415
2025-01-25,SKU012,STR02,150,44100
2025-01-09,SKU018,STR03,112,24640
2025-04-29,SKU002,STR09,53,10176
2025-02-10,SKU013,STR02,77,20713
2025-03-21,SKU012,STR04,118,23246
2025-04-16,SKU001,STR07,145,16820
2025-04-22,SKU003,STR10,139,20572
2025-03-03,SKU006,STR07,199,45969
2025-02-18,SKU009,STR04,179,26492
2025-03-29,SKU008,STR07,175,45150
2025-04-21,SKU008,STR03,92,18124
2025-02-24,SKU017,STR10,129,36636
2025-04-21,SKU013,STR04,162,29970
2025-04-24,SKU018,STR07,173,25604
2025-03-17,SKU004,STR10,136,38080
2025-03-25,SKU015,STR07,65,17160
2025-01-21,SKU015,STR01,86,15136
2025-01-19,SKU013,STR02,111,29193
2025-04-10,SKU020,STR04,68,14144
2025-02-13,SKU007,STR09,166,27722
2025-02-03,SKU002,STR05,104,11336
2025-04-06,SKU010,STR09,171,40527
2025-01-10,SKU006,STR03,198,46530
2025-03-06,SKU017,STR07,127,23368
2025-01-30,SKU017,STR09,194,32592
2025-02-27,SKU020,STR08,112,27552
2025-04-10,SKU018,STR01,190,33630
2025-04-30,SKU001,STR01,85,18785
2025-04-18,SKU010,STR06,106,24168
2025-03-12,SKU016,STR08,165,40755
2025-04-12,SKU005,STR08,70,8190
2025-02-16,SKU006,STR09,142,16756
2025-04-07,SKU001,STR03,70,9730
2025-03-08,SKU013,STR06,104,29016
2025-02-13,SKU013,STR02,161,47817
2025-04-25,SKU013,STR01,136,24480
2025-03-07,SKU019,STR03,184,39928
2025-03-04,SKU010,STR10,108,12852
2025-03-14,SKU017,STR02,112,18032
2025-04-10,SKU019,STR01,118,31388
2025-03-23,SKU007,STR01,88,11880
2025-02-09,SKU013,STR04,78,23010
2025-02-20,SKU014,STR05,195,52455
2025-02-26,SKU019,STR02,66,8514
2025-03-29,SKU011,STR03,72,16416
2025-03-20,SKU009,STR08,76,15808
2025-03-17,SKU020,STR01,158,36024
2025-01-10,SKU015,STR07,173,32005
2025-01-18,SKU016,STR02,131,35501
2025-03-13,SKU002,STR07,195,26715
2025-02-28,SKU009,STR09,84,15204
2025-01-05,SKU014,STR04,199,51342
2025-01-23,SKU016,STR04,174,46110
2025-02-24,SKU004,STR08,50,11700
2025-02-26,SKU012,STR10,182,37674
2025-02-19,SKU010,STR06,173,41347
2025-04-13,SKU018,STR02,123,25461
2025-01-17,SKU004,STR07,111,15540
2025-04-05,SKU019,STR07,168,43848
2025-03-11,SKU018,STR06,94,14758
2025-02-20,SKU002,STR06,150,38850
2025-03-08,SKU003,STR06,135,23355
2025-02-20,SKU003,STR01,56,6272
2025-04-30,SKU002,STR04,187,34969
2025-01-17,SKU020,STR06,118,27848
2025-04-01,SKU013,STR03,70,8610
2025-04-12,SKU004,STR08,52,8684
2025-04-11,SKU008,STR06,84,13020
2025-04-18,SKU008,STR04,95,16815
2025-01-13,SKU006,STR01,148,26640
2025-04-15,SKU002,STR09,126,35154
2025-03-07,SKU020,STR10,71,14910
2025-04-17,SKU003,STR03,189,31752
2025-03-25,SKU007,STR07,62,8680
2025-02-26,SKU013,STR08,146,22776
2025-02-09,SKU016,STR03,52,11388
2025-01-05,SKU011,STR07,166,46978
2025-01-10,SKU010,STR04,116,34684
2025-01-31,SKU011,STR07,115,19435
2025-02-10,SKU020,STR09,189,56322
2025-02-08,SKU017,STR06,174,43500
2025-04-01,SKU014,STR06,179,32757
2025-03-30,SKU015,STR01,142,24282
2025-02-06,SKU017,STR04,82,9922
2025-04-24,SKU015,STR05,67,17755
2025-04-28,SKU005,STR03,113,26781
2025-03-20,SKU010,STR02,136,15640
2025-02-23,SKU006,STR03,147,37485
2025-01-02,SKU013,STR09,108,18144
2025-04-29,SKU007,STR04,73,21024
2025-04-01,SKU013,STR10,177,18762
2025-02-11,SKU015,STR05,87,25752
2025-03-28,SKU002,STR05,192,48576
2025-02-17,SKU019,STR09,113,21696
2025-02-23,SKU019,STR07,53,11925
2025-01-03,SKU020,STR01,151,43035
2025-03-16,SKU001,STR05,88,17688
2025-02-15,SKU002,STR04,160,28960
2025-03-06,SKU003,STR03,152,34656
2025-01-25,SKU011,STR06,133,39102
2025-03-04,SKU019,STR02,175,50925
2025-03-15,SKU005,STR09,51,13311
2025-03-01,SKU006,STR10,163,28525
2025-02-05,SKU017,STR06,180,41760
2025-04-20,SKU013,STR10,75,12825
2025-01-05,SKU015,STR01,193,50952
2025-01-03,SKU020,STR08,104,25792
2025-03-07,SKU006,STR10,111,22311
2025-02-15,SKU011,STR08,57,11172
2025-04-27,SKU007,STR06,70,20930
2025-04-25,SKU020,STR08,107,15515
2025-01-31,SKU018,STR09,142,15336
2025-01-15,SKU010,STR06,129,17415
2025-03-25,SKU013,STR06,86,15910
2025-03-12,SKU009,STR08,142,25418
2025-04-12,SKU016,STR06,63,13608
2025-04-07,SKU009,STR09,140,26460
2025-01-29,SKU019,STR01,121,28072
2025-02-11,SKU007,STR10,154,19404
2025-02-27,SKU014,STR02,74,12728
2025-04-27,SKU001,STR07,123,33087
2025-02-21,SKU003,STR06,174,27318
2025-03-11,SKU002,STR10,131,24366
2025-01-02,SKU012,STR06,86,21242
2025-04-13,SKU016,STR04,114,33288
2025-03-22,SKU001,STR05,165,33660
2025-04-21,SKU003,STR07,124,36084
2025-04-18,SKU013,STR10,126,36792
2025-01-24,SKU010,STR03,73,9271
2025-04-10,SKU016,STR08,65,10270
2025-03-22,SKU019,STR06,193,22002
2025-04-08,SKU011,STR01,128,27392
2025-03-09,SKU011,STR05,190,45030
2025-03-16,SKU018,STR02,152,21280
2025-04-16,SKU018,STR07,108,14904
2025-01-03,SKU012,STR07,98,12250
2025-02-02,SKU005,STR02,176,52448
2025-02-01,SKU004,STR04,166,43658
2025-02-01,SKU013,STR01,105,14070
2025-04-22,SKU004,STR09,129,20253
2025-03-24,SKU001,STR05,177,26550
2025-01-22,SKU011,STR04,150,42000
2025-04-10,SKU004,STR04,85,23715
2025-02-22,SKU018,STR02,195,23595
2025-03-07,SKU004,STR07,96,13248
2025-01-29,SKU017,STR03,122,18056
2025-04-11,SKU002,STR04,191,30178
2025-04-07,SKU003,STR10,152,43320
2025-04-21,SKU019,STR04,51,7140
2025-03-24,SKU005,STR02,193,44583
2025-01-12,SKU007,STR07,61,12078
2025-01-05,SKU017,STR10,155,20305
2025-03-15,SKU011,STR01,118,16992
2025-04-16,SKU009,STR01,149,36505
2025-01-09,SKU018,STR09,192,44736
2025-04-30,SKU010,STR04,131,37204
2025-02-18,SKU012,STR07,124,14012
2025-01-03,SKU019,STR02,111,22755
2025-03-05,SKU006,STR10,69,10833
2025-04-22,SKU006,STR04,168,32928
2025-04-02,SKU020,STR05,57,8151
2025-04-08,SKU012,STR05,167,28056
2025-01-31,SKU013,STR09,81,10692
2025-03-08,SKU018,STR03,79,18644
2025-01-26,SKU002,STR03,117,14508
2025-02-20,SKU013,STR07,93,24366
2025-02-24,SKU009,STR02,90,24390
2025-03-05,SKU012,STR02,145,25520
2025-04-20,SKU005,STR10,155,22165
2025-03-15,SKU011,STR09,79,13430
2025-03-11,SKU003,STR03,75,11700
2025-01-24,SKU006,STR10,98,13818
2025-03-17,SKU017,STR04,60,12120
2025-04-08,SKU018,STR05,149,30247
2025-02-21,SKU014,STR06,163,36512
2025-01-30,SKU008,STR02,106,22260
2025-03-14,SKU019,STR04,74,8732
2025-01-05,SKU011,STR08,89,11125
2025-01-27,SKU019,STR02,82,16072
2025-04-21,SKU016,STR07,184,23000
2025-04-06,SKU012,STR08,182,37310
2025-04-02,SKU005,STR01,75,17400
2025-01-22,SKU015,STR01,156,19032
2025-04-07,SKU011,STR02,166,21414
2025-01-26,SKU016,STR07,179,37948
2025-01-06,SKU014,STR02,155,37975
2025-01-27,SKU009,STR08,123,14268
2025-04-29,SKU006,STR06,55,6875
2025-02-08,SKU012,STR03,191,23111
2025-02-20,SKU016,STR07,153,42381
2025-03-30,SKU013,STR05,187,52734
2025-01-09,SKU015,STR04,179,45108
2025-01-13,SKU002,STR03,83,11122
2025-04-12,SKU003,STR10,169,48334
2025-03-11,SKU016,STR01,196,32536
2025-03-23,SKU007,STR09,165,38280
2025-03-08,SKU011,STR09,143,42185
2025-03-10,SKU001,STR02,61,10736
2025-02-10,SKU002,STR05,73,14454
2025-01-22,SKU004,STR07,107,29211
2025-01-29,SKU003,STR06,192,30528
2025-04-05,SKU010,STR09,92,15916
2025-02-18,SKU019,STR02,115,30475
2025-01-31,SKU019,STR08,75,9600
2025-03-08,SKU014,STR09,97,15908
2025-02-22,SKU003,STR06,139,34055
2025-01-09,SKU006,STR07,198,32472
2025-01-21,SKU010,STR06,93,18507
2025-01-28,SKU013,STR01,176,39072
2025-02-09,SKU020,STR03,125,36625
2025-04-30,SKU014,STR06,118,27848
2025-03-26,SKU011,STR05,148,28120
2025-04-23,SKU002,STR08,143,39039
2025-02-06,SKU019,STR07,170,38930
2025-04-14,SKU009,STR03,51,10302
2025-04-11,SKU005,STR04,134,25728
2025-01-20,SKU006,STR04,74,16946
2025-02-01,SKU006,STR09,116,11600
2025-02-20,SKU005,STR03,189,27783
2025-01-25,SKU019,STR03,125,24125
2025-01-05,SKU002,STR06,152,43168
2025-02-16,SKU003,STR05,118,23954
2025-04-28,SKU001,STR08,65,13975
2025-03-17,SKU013,STR10,88,16544
2025-02-15,SKU016,STR09,177,49029
2025-03-18,SKU018,STR04,112,18816
2025-03-27,SKU016,STR09,123,15129
2025-03-23,SKU017,STR02,56,5768
2025-03-31,SKU005,STR07,65,8320
2025-01-23,SKU014,STR01,82,20664
2025-01-21,SKU017,STR07,106,30210
2025-01-14,SKU020,STR03,152,43016
2025-03-18,SKU018,STR07,82,9594
2025-03-14,SKU001,STR06,66,7788
2025-04-01,SKU006,STR03,169,33800
2025-02-03,SKU020,STR09,123,23001
2025-03-26,SKU011,STR10,176,37312
2025-03-21,SKU007,STR03,65,17355
2025-01-12,SKU003,STR01,70,19390
2025-02-12,SKU004,STR01,81,11340
2025-01-06,SKU020,STR09,115,27140
2025-04-02,SKU006,STR03,152,23408
2025-01-01,SKU005,STR06,94,25756
2025-03-20,SKU013,STR10,170,40970
2025-02-23,SKU007,STR10,80,12640
2025-04-05,SKU010,STR01,191,50233
2025-02-27,SKU016,STR08,158,45820
2025-04-28,SKU020,STR02,159,38955
2025-02-06,SKU009,STR03,113,19323
2025-01-20,SKU010,STR06,102,19482
2025-04-09,SKU011,STR01,149,27714
2025-01-19,SKU012,STR05,78,16614
2025-04-17,SKU012,STR02,133,15162
2025-04-26,SKU004,STR06,99,26235
2025-01-23,SKU019,STR08,172,40420
2025-01-29,SKU011,STR05,67,18894
2025-02-19,SKU014,STR06,186,44268
2025-03-04,SKU012,STR03,127,35941
2025-01-28,SKU011,STR07,74,8880
2025-01-10,SKU011,STR03,97,17945
2025-01-21,SKU020,STR02,190,31920
2025-01-04,SKU014,STR08,58,12760
2025-04-25,SKU003,STR05,198,56430
2025-01-18,SKU001,STR08,130,18460
2025-04-05,SKU002,STR06,116,27724
2025-04-10,SKU012,STR02,51,12342
2025-01-23,SKU017,STR07,191,51761
2025-01-30,SKU017,STR06,164,30668
2025-01-06,SKU018,STR08,169,20787
2025-04-12,SKU002,STR08,96,11808
2025-03-06,SKU018,STR09,156,39780
2025-04-14,SKU007,STR07,188,49256
2025-04-26,SKU010,STR02,73,17155
2025-04-16,SKU013,STR05,181,36019
2025-01-05,SKU001,STR01,147,18963
2025-03-13,SKU007,STR10,86,9116
2025-02-09,SKU007,STR07,102,23562
2025-04-16,SKU018,STR09,56,14280
2025-03-10,SKU003,STR10,197,35854
2025-04-22,SKU011,STR08,116,12296
2025-01-23,SKU007,STR02,155,38130
2025-02-27,SKU009,STR03,90,13230
2025-02-14,SKU010,STR09,165,29205
2025-04-18,SKU019,STR07,168,29904
2025-03-21,SKU008,STR10,117,28782
2025-01-28,SKU015,STR01,187,34034
2025-01-30,SKU003,STR05,154,42350
2025-01-02,SKU012,STR06,55,11330
2025-02-09,SKU012,STR02,160,16160
2025-04-03,SKU001,STR10,150,43050
2025-04-07,SKU015,STR06,176,35728
2025-04-19,SKU019,STR01,82,11398
2025-02-01,SKU005,STR01,175,18725
2025-02-26,SKU010,STR02,186,40734
2025-03-28,SKU003,STR02,103,18849
2025-04-24,SKU003,STR07,95,11495
2025-01-11,SKU016,STR08,88,23056
2025-02-18,SKU014,STR06,185,28305
2025-02-06,SKU008,STR02,145,25810
2025-04-18,SKU017,STR01,159,24009
2025-04-28,SKU016,STR09,82,23534
2025-04-23,SKU013,STR05,134,39664
2025-01-10,SKU006,STR08,164,36080
2025-01-13,SKU001,STR04,106,15370
2025-01-08,SKU010,STR09,162,47628
2025-01-11,SKU012,STR10,60,17340
2025-04-28,SKU004,STR07,102,15810
2025-04-14,SKU001,STR08,167,38577
2025-01-30,SKU012,STR08,84,14784
2025-02-21,SKU006,STR07,101,18079
2025-01-07,SKU011,STR08,107,20544
2025-03-05,SKU007,STR07,177,27258
2025-04-13,SKU010,STR10,147,25872
2025-02-24,SKU004,STR09,194,44426
2025-01-13,SKU018,STR08,82,9758
2025-02-11,SKU012,STR05,72,21528
2025-04-06,SKU016,STR09,126,23184
2025-04-19,SKU005,STR10,156,23868
2025-01-05,SKU013,STR09,164,32472
2025-02-16,SKU007,STR07,116,18676
2025-04-19,SKU007,STR05,168,31080
2025-01-08,SKU017,STR04,140,18480
2025-04-20,SKU017,STR10,161,36225
2025-01-27,SKU016,STR08,155,34720
2025-04-23,SKU018,STR04,65,15860
2025-03-21,SKU019,STR08,185,49025
2025-02-07,SKU009,STR04,139,35862
2025-02-13,SKU012,STR07,194,34532
2025-03-14,SKU007,STR10,189,36855
2025-03-30,SKU007,STR02,55,12155
2025-04-18,SKU011,STR04,111,32856
2025-03-23,SKU016,STR08,138,26910
2025-03-31,SKU020,STR06,187,52921
2025-03-17,SKU006,STR04,182,22204
2025-01-09,SKU016,STR06,95,11495
2025-03-05,SKU008,STR04,127,17526
2025-02-06,SKU018,STR02,124,26908
2025-04-14,SKU001,STR06,83,24734
2025-04-23,SKU014,STR08,184,39928
2025-03-30,SKU003,STR06,162,23166
2025-04-18,SKU017,STR10,148,27084
2025-01-18,SKU013,STR01,187,20570
2025-04-12,SKU006,STR09,83,16600
2025-01-17,SKU008,STR08,89,10502
2025-03-08,SKU018,STR05,113,20566
2025-02-16,SKU006,STR08,195,54405
2025-02-17,SKU011,STR07,162,38718
2025-04-19,SKU010,STR07,159,24486
2025-01-01,SKU017,STR04,70,9520
2025-04-26,SKU007,STR10,142,27406
2025-03-12,SKU001,STR07,171,21033
2025-01-11,SKU009,STR03,190,23180
2025-03-24,SKU010,STR05,137,24523
2025-04-07,SKU012,STR02,124,31992
2025-04-03,SKU013,STR02,152,17328
2025-02-26,SKU011,STR02,152,44840
2025-03-16,SKU002,STR07,126,17136
2025-03-22,SKU012,STR03,151,35485
2025-03-18,SKU005,STR02,90,26730
2025-03-02,SKU007,STR09,152,25688
2025-04-17,SKU011,STR07,68,11356
2025-02-27,SKU006,STR01,106,27984
2025-03-02,SKU007,STR09,176,51392
2025-04-25,SKU006,STR02,59,11269
2025-01-11,SKU001,STR01,126,25200
2025-03-25,SKU001,STR04,80,19520
2025-02-24,SKU014,STR04,102,24888
2025-03-27,SKU002,STR07,135,31320
2025-01-04,SKU004,STR06,198,42966
2025-04-11,SKU007,STR04,63,9765
2025-04-10,SKU017,STR05,95,23085
2025-04-20,SKU016,STR08,133,34048
2025-04-02,SKU008,STR08,180,21240
2025-04-07,SKU002,STR06,173,43077
2025-02-15,SKU017,STR01,182,32032
2025-01-27,SKU014,STR08,116,24824
2025-03-04,SKU017,STR03,97,28130
2025-03-19,SKU012,STR01,89,24564
2025-03-26,SKU020,STR09,170,29410
2025-04-17,SKU006,STR04,92,20056
2025-01-23,SKU013,STR05,183,30012
2025-01-06,SKU018,STR06,154,28798
2025-01-25,SKU015,STR10,100,27500
2025-04-12,SKU006,STR06,155,45260
2025-03-01,SKU014,STR04,60,6660
2025-02-11,SKU018,STR07,188,25380
2025-02-21,SKU001,STR02,107,30281
2025-01-24,SKU009,STR07,59,16933
2025-01-02,SKU006,STR03,92,23736
2025-03-11,SKU003,STR08,112,12768
2025-04-19,SKU020,STR10,96,14976
2025-02-19,SKU018,STR07,192,47040
2025-03-23,SKU020,STR09,137,13837
2025-04-14,SKU020,STR02,92,23276
2025-03-12,SKU006,STR10,182,43316
2025-03-06,SKU002,STR08,50,11450
2025-03-26,SKU020,STR07,198,37026
2025-03-09,SKU012,STR06,197,35657
2025-01-01,SKU001,STR08,63,8505
2025-03-10,SKU011,STR08,144,22176
2025-03-18,SKU016,STR08,75,21975
2025-03-21,SKU006,STR01,124,34472
2025-02-04,SKU011,STR05,130,37050
2025-02-23,SKU007,STR10,78,21060
2025-01-03,SKU020,STR10,191,52334
2025-02-11,SKU010,STR10,164,37392
2025-02-25,SKU010,STR02,130,33410
2025-04-30,SKU007,STR07,101,19190
2025-01-09,SKU002,STR01,178,30616
2025-03-25,SKU019,STR04,173,46191
2025-02-14,SKU004,STR09,154,38346
2025-01-18,SKU012,STR10,92,24472
2025-03-14,SKU006,STR03,97,21825
2025-04-21,SKU007,STR05,65,14820
2025-04-25,SKU005,STR07,174,31320
2025-03-05,SKU008,STR01,115,14835
2025-04-21,SKU020,STR02,156,39156
2025-04-30,SKU004,STR05,181,31856
2025-03-30,SKU013,STR02,137,40141
2025-02-17,SKU001,STR10,77,10318
2025-04-13,SKU010,STR01,91,16744
2025-01-09,SKU015,STR03,118,24072
2025-01-22,SKU009,STR07,120,18600
2025-01-23,SKU012,STR09,154,35882
2025-04-29,SKU002,STR09,109,24416
2025-02-18,SKU001,STR03,119,16184
2025-01-31,SKU002,STR09,111,21312
2025-02-27,SKU014,STR04,128,13696
2025-01-26,SKU004,STR05,77,22715
2025-03-03,SKU016,STR06,100,20300
2025-04-12,SKU010,STR05,78,17628
2025-03-23,SKU010,STR10,50,6900
2025-01-21,SKU001,STR04,110,27170
2025-01-10,SKU009,STR02,173,36157
2025-02-17,SKU001,STR02,110,11990
2025-02-23,SKU020,STR01,126,12600
2025-01-05,SKU016,STR01,77,9394
2025-04-22,SKU013,STR01,162,31914
2025-01-13,SKU014,STR10,148,23680
2025-03-05,SKU017,STR09,59,6313
2025-01-21,SKU013,STR02,79,19276
2025-03-16,SKU020,STR09,179,24344
2025-01-01,SKU004,STR04,103,22763
2025-01-25,SKU003,STR09,83,11786
2025-03-15,SKU006,STR02,179,34547
2025-03-07,SKU010,STR01,121,33275
2025-02-19,SKU013,STR05,57,9861
2025-02-15,SKU005,STR02,196,51940
2025-01-11,SKU011,STR04,197,23640
2025-03-23,SKU018,STR10,147,37191
2025-01-30,SKU009,STR03,91,15197
2025-03-02,SKU006,STR04,139,29190
2025-04-22,SKU007,STR01,68,18904
2025-04-23,SKU006,STR09,153,26622
2025-03-12,SKU019,STR10,72,10512
2025-01-13,SKU002,STR02,193,33196
2025-01-28,SKU013,STR03,80,14720
2025-02-01,SKU002,STR08,108,15120
2025-04-22,SKU002,STR06,145,40745
2025-02-09,SKU005,STR09,123,34686
2025-01-04,SKU003,STR10,124,14012
2025-02-07,SKU012,STR01,124,33232
2025-03-08,SKU018,STR04,63,16443
2025-02-18,SKU008,STR10,177,45489
2025-01-25,SKU019,STR08,185,18870
2025-03-08,SKU012,STR06,194,46754
2025-04-25,SKU009,STR05,188,22372
2025-02-04,SKU015,STR04,185,19055
2025-01-27,SKU012,STR08,151,22046
2025-04-04,SKU012,STR05,133,22211
2025-01-11,SKU013,STR09,53,9275
2025-03-14,SKU013,STR10,151,30955
2025-03-18,SKU007,STR10,68,12716
2025-03-24,SKU017,STR10,77,12705
2025-01-10,SKU013,STR10,191,42784
2025-04-22,SKU020,STR01,194,48694
2025-01-30,SKU013,STR02,92,9844
2025-04-26,SKU003,STR04,65,11505
2025-03-21,SKU017,STR01,100,13200
2025-01-30,SKU012,STR02,141,17202
2025-03-19,SKU001,STR07,64,9280
2025-03-05,SKU006,STR08,124,31744
2025-04-05,SKU020,STR06,137,21372
2025-03-24,SKU002,STR06,69,9108
2025-03-13,SKU014,STR09,147,22932
2025-03-28,SKU005,STR07,110,20680
2025-01-08,SKU016,STR06,165,26400
2025-01-15,SKU001,STR06,180,36180
2025-02-23,SKU014,STR04,154,27874
2025-03-08,SKU010,STR01,160,26240
2025-04-01,SKU011,STR01,182,30940
2025-03-24,SKU015,STR03,160,32000
2025-04-29,SKU012,STR04,180,30960
2025-02-10,SKU007,STR10,179,21838
2025-01-23,SKU016,STR09,62,15810
2025-01-27,SKU019,STR04,87,17313
2025-03-06,SKU018,STR03,186,44640
2025-02-09,SKU013,STR04,177,36108
2025-01-10,SKU004,STR04,158,32706
2025-03-16,SKU012,STR02,143,23166
2025-03-25,SKU012,STR05,74,8140
2025-03-05,SKU009,STR02,138,27324
2025-04-26,SKU017,STR01,74,21164
2025-03-13,SKU005,STR05,154,37884
2025-01-23,SKU009,STR06,143,39611
2025-01-16,SKU001,STR02,63,6300
2025-03-31,SKU016,STR10,63,15813
2025-04-21,SKU015,STR03,121,31581
2025-01-02,SKU010,STR03,121,14762
2025-03-09,SKU014,STR05,155,29760
2025-03-06,SKU004,STR01,162,30618
2025-03-22,SKU007,STR07,165,18480
2025-03-07,SKU019,STR08,137,15070
2025-02-28,SKU015,STR10,90,22860
2025-03-01,SKU009,STR04,177,22479
2025-03-06,SKU017,STR10,112,30688
2025-02-07,SKU007,STR01,119,24157
2025-03-17,SKU014,STR07,123,18819
2025-01-20,SKU015,STR07,107,21828
2025-01-10,SKU010,STR07,86,18748
2025-03-08,SKU018,STR05,101,20200
2025-02-25,SKU012,STR04,186,38130
2025-04-02,SKU013,STR08,93,23343
2025-02-20,SKU001,STR06,106,17066
2025-04-24,SKU011,STR02,120,22680
2025-03-13,SKU006,STR07,81,14985
2025-04-16,SKU011,STR09,158,17064
2025-01-31,SKU007,STR09,62,17670
2025-01-03,SKU003,STR01,70,11410
2025-04-05,SKU020,STR02,170,44540
2025-01-15,SKU006,STR05,146,19126
2025-02-21,SKU019,STR01,167,48597
2025-03-20,SKU014,STR03,156,35100
2025-01-15,SKU006,STR04,122,24400
2025-03-25,SKU002,STR06,75,14325
2025-04-29,SKU019,STR09,172,26144
2025-02-25,SKU006,STR10,137,15344
2025-02-12,SKU012,STR03,68,16864
2025-04-01,SKU019,STR08,75,20400
2025-01-28,SKU014,STR08,131,26069
2025-04-16,SKU017,STR04,93,14880
2025-04-03,SKU004,STR10,116,24360
2025-01-02,SKU017,STR06,75,22425
2025-04-09,SKU018,STR06,50,14400
2025-04-22,SKU007,STR03,90,23760
2025-02-20,SKU015,STR08,87,18531
2025-03-24,SKU015,STR10,152,36024
2025-04-12,SKU014,STR01,132,17028
2025-01-05,SKU007,STR03,80,22320
2025-04-13,SKU002,STR09,72,10584
2025-04-19,SKU008,STR06,87,23316
2025-04-10,SKU011,STR05,106,12296
2025-04-26,SKU007,STR09,128,26752
2025-01-13,SKU011,STR10,135,25785
